,"Numberrange","TestNumber","Currency","maxdailyminutes","WeeklyRate","DailyRate","MonthlyRate"
,"Chad AV49","23593784053","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV5","23599923286","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV50","23595025800","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV51","23522206261","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV52","23522543928","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV53","23598767143","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV54","23599192231","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV55","23599375526","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV56","23522453516","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV57","23577170324","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV58","23506480825","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV59","23533603324","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV6","23599541088","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV60","23560002515","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV61","23595536514","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV62","23577300754","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV7","23595046881","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV8","23562355887","USD","3000","0.14000","0.00000","0.17000"
,"Chad AV9","23599912501","USD","3000","0.14000","0.00000","0.17000"
,"Chad CT1","23590106623","USD","6000","0.16000","0.00000","0.18500"
,"Chad CT11","23595771032","USD","10000","0.16000","0.00000","0.18500"
,"Chad CT13","23595578204","USD","10000","0.16000","0.00000","0.18500"
,"Chad CT22","23599556131","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT23","23599556183","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT24","23592492144","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT30","23593440472","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT31","23599954698","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT33","23590876566","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT34","23592437598","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT35","23595027508","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT43","23566971140","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT45","23566546361","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT46","23590863216","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT47","23598248401","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT48","23592544177","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT52","23561172816","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT57","23590317456","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT62","23592887830","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT66","23593441468","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT67","23593937665","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT69","23595605458","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT7","23595534312","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT72","23599723702","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT87","23592109981","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT9","23599733055","USD","6000","0.16000","0.00000","0.18500"
,"Chad CT90","23566238855","USD","3000","0.16000","0.00000","0.18500"
,"Chad CT91","23524590558","USD","3000","0.16000","0.00000","0.18500"
,"Chad LT1","23522524981","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT10","23578773837","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT11","23579654977","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT12","23590477808","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT13","23591139957","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT14","23592314954","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT15","23593530944","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT16","23595929897","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT17","23598513820","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT18","23599604947","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT2","23524209970","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT3","235609090800","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT4","23562073885","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT5","23563020948","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT6","23565812925","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT7","23566774987","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT8","23572472995","USD","3000","0.18000","0.00000","0.20000"
,"Chad LT9","23577044847","USD","3000","0.18000","0.00000","0.20000"
,"Chad P6","23598429068","EURO","3000","0.14000","0.00000","0.17000"
,"Chad P7","23599294378","EURO","3000","0.14000","0.00000","0.17000"
,"Chad P8","23570085705","EURO","3000","0.12000","0.00000","0.14000"
,"Chad ST1","23522956700","USD","3000","0.23000","0.00000","0.26000"
,"Chad STC","23593784500","USD","3000","0.14000","0.00000","0.17000"
,"Chile AV1","56224269700","USD","3000","0.14000","0.00000","0.17000"
,"Chile AV2","56947115901","USD","3000","0.14000","0.00000","0.17000"
,"Chile AV3","56963430907","USD","3000","0.14000","0.00000","0.17000"
,"Chile AV4","56974321700","USD","3000","0.14000","0.00000","0.17000"
,"Chile AV5","56988912500","USD","3000","0.14000","0.00000","0.17000"
,"Chile AV6","56322769839","USD","3000","0.14000","0.00000","0.17000"
,"Chile AV7","56322763935","USD","3000","0.14000","0.00000","0.17000"
,"Chile AV8","56322749230","USD","3000","0.14000","0.00000","0.17000"
,"Chili AV1","56155774733","USD","3000","0.14000","0.00000","0.17000"
,"Chili AV2","56322229034","USD","3000","0.14000","0.00000","0.17000"
,"Chili AV3","56342465530","USD","3000","0.14000","0.00000","0.17000"
,"Comoros AV1","2694412100","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV10","2693242270","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV11","2693229270","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV12","2693218280","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV13","2693210280","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV14","2693399993","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV15","2693911005","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV16","2693912060","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV17","2693330153","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV18","2693602329","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV19","2694009530","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV2","2693382290","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV20","2693334427","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV21","2694727237","USD","8000","0.13000","0.00000","0.15000"
,"Comoros AV22","2693245561","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV23","2693269614","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV24","2693310769","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV25","2693314318","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV26","2693375367","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV27","2693438117","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV28","2693582216","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV29","2693252064","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV3","2693374290","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV30","2693409262","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV31","2693371111","USD","3000","0.13000","0.00000","0.15000"
,"Comoros AV4","2693363290","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV5","2693340291","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV6","2693330290","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV7","2693325296","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV8","2693347271","USD","5000","0.13000","0.00000","0.15000"
,"Comoros AV9","2693252271","USD","5000","0.13000","0.00000","0.15000"
,"Comoros CT1","2694009510","USD","3000","0.14000","0.00000","0.16000"
,"Comoros CT2","2694019943","USD","3000","0.14000","0.00000","0.16000"
,"Comoros Islands T1","2699001081","USD","3000","0.12000","0.00000","0.15000"
,"Comoros Islands T5","2699000041","USD","3000","0.12000","0.00000","0.15000"
,"Comoros Islands T6","2699105708","USD","30000","0.14000","0.00000","0.16000"
,"Comoros LT1","2693200960","USD","3000","0.09000","0.00000","0.11000"
,"Comoros LT2","2693400672","USD","3000","0.09000","0.00000","0.11000"
,"Comoros LT3","2694019667","USD","3000","0.09000","0.00000","0.11000"
,"Comoros LT4","2694422813","USD","3000","0.09000","0.00000","0.11000"
,"Comoros LT5","26947940","USD","3000","0.09000","0.00000","0.11000"
,"Comoros T1","2699105031","USD","5000","0.14000","0.00000","0.16000"
,"Congo AV1","242065006021","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV10","242800201941","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV11","242801105112","USD","3000","0.20000","0.00000","0.23000"
,"Congo AV12","242801106786","USD","3000","0.20000","0.00000","0.23000"
,"Congo AV13","242801108912","USD","3000","0.20000","0.00000","0.23000"
,"Congo AV14","242069394309","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV15","242066199653","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV16","242069736553","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV17","242050355455","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV18","242055206403","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV2","242222700850","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV3","242222736124","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV4","242044882509","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV5","242050390039","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV6","242053960137","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV7","242041088832","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV8","242041755531","USD","3000","0.14000","0.00000","0.17000"
,"Congo AV9","242050258937","USD","3000","0.14000","0.00000","0.17000"
,"Congo CT1","242800201233","USD","5000","0.17000","0.00000","0.19000"
,"Congo CT11","242800201082","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT2","242800207242","USD","7000","0.17000","0.00000","0.19000"
,"Congo CT24","242800209575","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT29","242800202522","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT35","242800208252","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT37","242800201122","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT42","242800208692","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT48","242800201992","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT49","242800203153","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT6","242800162480","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT7","242800211893","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT73","242800106637","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT74","242800212089","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT75","242800201228","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT76","242800201584","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT77","242800274872","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT78","242800233662","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT79","242800200835","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT8","242800098250","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT80","242800200841","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT96","242800210894","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT97","242800114480","USD","3000","0.17000","0.00000","0.19000"
,"Congo CT98","242800063250","USD","3000","0.17000","0.00000","0.19000"
,"Congo FT1","242055350730","USD","3000","0.18000","0.00000","0.20000"
,"Congo FT2","242056100730","USD","3000","0.18000","0.00000","0.20000"
,"Congo LT1","242010672967","USD","3000","0.17000","0.00000","0.19000"
,"Congo LT2","242040653789","USD","3000","0.17000","0.00000","0.19000"
,"Congo LT3","242055354953","USD","3000","0.17000","0.00000","0.19000"
,"Congo LT4","242068614892","USD","3000","0.17000","0.00000","0.19000"
,"Congo LT5","242222815930","USD","3000","0.17000","0.00000","0.19000"
,"Congo LT6","2423223919","USD","3000","0.17000","0.00000","0.19000"
,"Congo LT7","24254776970","USD","3000","0.17000","0.00000","0.19000"
,"Congo LT8","242800166990","USD","3000","0.17000","0.00000","0.19000"
,"Congo ST1","24222279700","USD","3000","0.22000","0.00000","0.24000"
,"Congo T10","242800089276","USD","7000","0.17000","0.00000","0.19000"
,"Congo T14","242800182954","USD","7000","0.17000","0.00000","0.19000"
,"Congo T15","242800166065","USD","5000","0.17000","0.00000","0.19000"
,"Congo T3","242800023330","USD","7000","0.17000","0.00000","0.19000"
,"Cook Islands AV1","6825260414","USD","3000","0.20000","0.00000","0.23000"
,"Cook Islands P1","682339219006","EURO","3000","0.14000","0.00000","0.17000"
,"Croatia AV1","385916554430","USD","3000","0.10000","0.00000","0.11500"
,"Croatia AV2","385954400032","USD","3000","0.10000","0.00000","0.11500"
,"Croatia AV3","385913289639","USD","3000","0.10000","0.00000","0.11500"
,"Croatia LT1","385910224965","USD","3000","0.12000","0.00000","0.14000"
,"Croatia LT2","385955738550","USD","3000","0.12000","0.00000","0.14000"
,"Croatia LT3","385993924991","USD","3000","0.12000","0.00000","0.14000"
,"Croatia P3","385928541135","EURO","3000","0.09000","0.00000","0.11000"
,"Croatia P4","385990111004","EURO","3000","0.12000","0.00000","0.14000"
,"Cuba AV1","5331166600","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV100","5352614211","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV105","5353196014","USD","5000","0.22000","0.00000","0.24000"
,"Cuba AV106","5353301611","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV108","5354990700","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV108","5354990194","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV11","5353859008","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV113","5322213290","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV114","5322980293","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV115","5323627291","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV116","5328061292","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV117","5341954292","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV12","5342364990","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV121","5399364291","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV123","5321647491","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV124","5399986491","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV125","5354425515","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV126","5355393804","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV128","5352662300","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV13","5358327960","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV133","5323699290","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV136","5322263299","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV137","5325103079","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV138","5326859072","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV139","5331287099","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV14","5354271559","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV140","5333227075","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV141","5348796089","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV143","5352365074","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV144","5354472074","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV145","5355455079","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV146","5361322070","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV147","5310112070","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV148","5332561072","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV149","5352652079","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV15","5372500007","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV150","5355666678","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV151","5353163870","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV152","5354084070","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV153","5354791079","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV154","5355472075","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV155","5355900070","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV156","5358588073","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV157","5353043679","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV158","5321268077","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV159","5322223070","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV16","5376441000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV160","5323138670","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV161","5345271878","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV162","5378099870","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV163","5396033473","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV164","5321559477","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV167","5332816039","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV168","5356077038","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV17","5377641006","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV170","5358132233","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV171","5354633039","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV172","5332494131","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV173","5347120829","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV18","5358141500","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV19","5352437101","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV2","5358014105","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV20","5379363002","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV200","5310770025","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV201","5323370000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV202","5324869000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV203","5341659000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV204","5343521000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV205","5352096000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV206","5352437001","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV207","5352554000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV208","5352594005","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV209","5352956000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV21","5376408742","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV210","5353414000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV211","5355470000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV212","5358450000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV213","5372500000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV214","5377641007","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV215","5314089200","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV216","5310440000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV217","5322949000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV218","5310440150","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV219","5348625129","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV22","5353128935","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV220","5321464250","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV221","5310218050","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV222","5314182050","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV223","5361398255","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV224","533160610","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV225","5352614210","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV226","5353301616","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV227","5353061815","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV228","5312355490","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV229","5341954291","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV23","5352580400","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV230","5399364365","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV231","5321647490","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV232","5353848303","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV233","5310336290","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV234","5321878290","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV235","5344499309","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV236","5399988908","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV237","5354425520","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV238","5321036080","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV239","5321463080","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV24","5399986102","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV240","5372247087","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV241","5356079089","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV242","5356085080","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV243","5352148180","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV244","5352149580","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV245","5353060107","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV246","5352652076","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV247","5348796095","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV248","5357294254","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV249","5378363743","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV25","5321647900","USD","10000","0.22000","0.00000","0.24000"
,"Cuba AV250","5378363308","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV251","5324840707","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV252","5324841717","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV253","5347125268","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV254","5356694571","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV255","5378632262","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV256","5378363869","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV257","5378363963","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV258","5333304764","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV259","5322633663","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV260","5324843167","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV261","5354810763","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV28","5352905409","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV3","5358222900","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV30","5312806902","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV300","5359990546","USD","5000","0.22000","0.00000","0.24000"
,"Cuba AV301","5359990725","USD","5000","0.22000","0.00000","0.24000"
,"Cuba AV302","5359990913","USD","5000","0.22000","0.00000","0.24000"
,"Cuba AV31","5353594239","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV32","5353254831","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV33","5354996034","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV34","5353494245","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV36","5352905501","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV38","5321836004","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV39","5321647825","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV41","5323421506","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV43","5347533264","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV44","5361398105","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV47","5321430601","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV49","5323469000","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV55","5373994651","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV58","5352576456","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV59","5352955050","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV80","5361398250","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV86","5323469151","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV89","5337443650","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV91","5356068651","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV94","5321648612","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV96","5352791015","USD","3000","0.22000","0.00000","0.24000"
,"Cuba AV99","5353043815","USD","3000","0.22000","0.00000","0.24000"
,"Cuba CT1","5354756048","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT10","5358761055","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT11","5352820141","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT12","5352839926","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT13","5315856551","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT18","5358689997","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT2","5354756454","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT3","5315856936","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT5","5354291168","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT7","5358513719","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT8","5352675437","USD","3000","0.24000","0.00000","0.27000"
,"Cuba CT9","5355247235","USD","3000","0.24000","0.00000","0.27000"
,"Cuba FT1","53588000080","USD","3000","0.23000","0.00000","0.26000"
,"Cuba FT2","53588773900","USD","3000","0.19000","0.00000","0.21000"
,"Cuba LT1","531127852","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT10","5323476969","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT100","5399379951","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT101","539981837","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT11","5324459990","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT12","5324804951","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT13","532800784","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT14","5331221985","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT15","5331345789","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT16","5331629968","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT17","5332516806","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT18","5332813825","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT19","5333207988","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT2","5312232944","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT20","5333390748","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT21","5341531975","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT22","5341995936","USD","3000","0.24000","0.00000","0.27000"
,"Cuba LT23","5342353899","USD","3000","0.24000","0.00000","0.27000"
