,"Range Name","Did","Buying Rate","Selling Rate","Currency","Test Number","Minimum Call Duration","perclilimit","Max Daily Minutes","IVR","Routing"
,"Czech P1","420910041071","0.21000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Czech P1","420910041070","0.21000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Czech P1","420910041066","0.21000","0.14000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Ascension Island P1","247083200","0.35000","0.25000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Switzerland P2","41748183412","0.13000","0.09000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P2","41748183051","0.13000","0.09000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Switzerland P1","41742241066","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241067","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241076","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241060","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241075","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241061","0.13000","0.09000","EURO","0","","0","5000","Punjabi_IVR.wav","IVR"
,"Switzerland P1","41742241068","0.13000","0.09000","EURO","0","","0","5000","Punjabi_IVR.wav","IVR"
,"Switzerland P1","41742241062","0.13000","0.09000","EURO","0","","0","5000","Punjabi_IVR.wav","IVR"
,"Switzerland P1","41742241074","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241077","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241072","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241063","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241065","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241069","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241073","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241070","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241071","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241064","0.13000","0.09000","EURO","0","","0","5000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Switzerland P1","41742241079","0.13000","0.09000","EURO","1","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Honduras AT","50495305078","0.05000","0.03600","USD","0","","40","20000","1#-Segment.wav",""
,"Tunisia AT","21658500590","0.18000","0.13000","USD","0","","15","10000","1#-Segment.wav",""
,"Equatorial Guinea AT","240222281648","0.15000","0.11000","USD","0","","30","30000","1#-Segment.wav",""
,"Tunisia AT","21658500544","0.18000","0.13000","USD","0","","15","10000","1#-Segment.wav",""
,"Western Samao AT","6857749626","0.26000","0.19000","USD","0","","20","30000","1#-Segment.wav",""
,"Honduras AT","50495932662","0.05000","0.03600","USD","0","","40","20000","1#-Segment.wav",""
,"Mali AT","22360000112","0.18000","0.16000","USD","0","","20","3000","1#-Segment.wav",""
,"Honduras AT","50497170800","0.05000","0.03600","USD","0","","40","20000","1#-Segment.wav",""
,"Poland P10","48857334139","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P10","48857334138","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P10","48857334135","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P10","48857334134","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P10","48857334124","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P10","48857334122","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P10","48857334121","0.22000","0.15000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P9","48718626135","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P8","48586702083","0.22000","0.15000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P7","48221132136","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P7","48221132135","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P7","48221132133","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P7","48221132132","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P7","48221132131","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P7","48221132130","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P7","48221132129","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P7","48221132128","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P7","48221132127","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P7","48221132126","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P7","48221132124","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P7","48221132122","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P7","48221132121","0.22000","0.15000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P6","48123961104","0.22000","0.15000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799191","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799190","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799189","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799188","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799187","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799186","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799185","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799184","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799183","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799182","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P10","263770799180","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P9","263770789082","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P8","263770779201","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Zimbabwe P8","263770779198","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Zimbabwe P8","263770779190","0.19000","0.13000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Zimbabwe P8","263770779180","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P7","263770769155","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P6","263770759190","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P5","263770749190","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P4","263770739190","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P3","263770729190","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe P2","263770719189","0.19000","0.13000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P36","37066650924","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P36","37066650923","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P36","37066650921","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P36","37066650919","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P36","37066650917","0.16000","0.12000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P35","37070511167","0.22000","0.16000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P35","37070511166","0.22000","0.16000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Latvia P17","37178180052","0.22000","0.16000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Latvia P17","37178180051","0.22000","0.16000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Latvia P17","37178180048","0.22000","0.16000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Latvia P17","37178180044","0.22000","0.16000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Latvia P15","37178160070","0.22000","0.16000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Latvia P11","37178113131","0.22000","0.16000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Latvia P10","37178100431","0.22000","0.16000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Benin AT","22995266135","0.09000","0.07000","USD","0","","35","30000","1#-Segment.wav",""
,"Poland P5","48780206629","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P5","48780206628","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P5","48780206623","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P5","48780206621","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P5","48780206357","0.22000","0.15000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579468369","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579465438","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579462451","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579460455","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579460452","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579460365","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579460364","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579460363","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579460362","0.22000","0.15000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P4","48579460361","0.22000","0.15000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P3","48918820317","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P3","48717079101","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P3","48717079098","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P3","48717079096","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P3","48717079095","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P3","48717079094","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P3","48717079093","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Poland P3","48422069429","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P3","48223501314","0.20000","0.14000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P2","48227651512","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P2","48126880423","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P2","48126880415","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P2","48126880404","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P2","48126880403","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P2","48126880402","0.20000","0.14000","EURO","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P2","48126880400","0.20000","0.14000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Poland P1","48729770200","0.20000","0.14000","EURO","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Ascension Island CT1","2470098789","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098788","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098787","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098786","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098785","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911568","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911567","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911566","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911563","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911562","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911561","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911560","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911999","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911998","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911997","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911996","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911995","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911994","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911993","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911992","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911991","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911990","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911909","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911908","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911907","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911906","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911905","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911904","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911903","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911902","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911901","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911900","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Estonia P20","37240888266","0.22500","0.16000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Estonia P20","37240888256","0.22500","0.16000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Estonia P20","37240888257","0.22500","0.16000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098349","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098348","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098347","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098346","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098345","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098344","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098343","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098341","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470098340","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911769","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911768","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911767","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911766","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911765","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911764","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911763","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911762","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911761","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Ascension Island CT1","2470911760","0.35000","0.25000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798223","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798222","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798221","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798220","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798219","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798218","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798217","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798216","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P34","37069798215","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P34","37069798214","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P34","37069798213","0.23000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Lithuania P34","37069798212","0.23000","0.12000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P33","37069758361","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P33","37066968429","0.16000","0.12000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866219","0.16000","0.12000","EURO","0","","0","3000","Punjabi_IVR.wav","IVR"
,"Lithuania P32","37066866216","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866215","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866214","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866213","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866212","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866211","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866210","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866209","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866208","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866207","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866206","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866205","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866204","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866203","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866202","0.16000","0.12000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P32","37066866200","0.16000","0.12000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P31","37066470160","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P30","37066460050","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P29","37066456051","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P28","37066440053","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P27","37066434216","0.23000","0.17000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P27","37066434151","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P26","37066420070","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P25","37066412130","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P24","37066410270","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P23","37066401050","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P22","37066310143","0.23000","0.17000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P22","37066310130","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P21","37066308250","0.23000","0.17000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P21","37066308219","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P20","37066307290","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P19","37066306265","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P18","37066305319","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P17","37066304193","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P16","37066303277","0.23000","0.17000","EURO","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P15","37066302307","0.23000","0.17000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Lithuania P15","37066302306","0.23000","0.17000","EURO","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
