Range_Name,Buying,Weekly,Monthly,Dial Code,len,Number_Format,Number_Format_Length,diff,Range_Start,Range_End
Djibouti AT15,0.14,0.1,0.12,2534393,7,253XXXXXXXX,11,4,25343930000,25343939999
Djibouti AT16,0.14,0.1,0.12,2535859,7,253XXXXXXXX,11,4,25358590000,25358599999
Djibouti AT17,0.14,0.1,0.12,2536093,7,253XXXXXXXX,11,4,25360930000,25360939999
Djibouti AT18,0.14,0.1,0.12,2537131,7,253XXXXXXXX,11,4,25371310000,25371319999
Djibouti AT19,0.14,0.1,0.12,2537201,7,253XXXXXXXX,11,4,25372010000,25372019999
Djibouti AT20,0.14,0.1,0.12,2537253,7,253XXXXXXXX,11,4,25372530000,25372539999
Djibouti AT21,0.14,0.1,0.12,2537262,7,253XXXXXXXX,11,4,25372620000,25372629999
Djibouti AT22,0.14,0.1,0.12,2537270,7,253XXXXXXXX,11,4,25372700000,25372709999
Djibouti AT23,0.14,0.1,0.12,2537328,7,253XXXXXXXX,11,4,25373280000,25373289999
Djibouti AT24,0.14,0.1,0.12,2537460,7,253XXXXXXXX,11,4,25374600000,25374609999
Djibouti AT25,0.14,0.1,0.12,2537542,7,253XXXXXXXX,11,4,25375420000,25375429999
Djibouti AT26,0.14,0.1,0.12,2537594,7,253XXXXXXXX,11,4,25375940000,25375949999
Djibouti AT30,0.14,0.1,0.12,2537815,7,253XXXXXXXX,11,4,25378150000,25378159999
Djibouti AT31,0.14,0.1,0.12,2538916,7,253XXXXXXXX,11,4,25389160000,25389169999
Djibouti AT32,0.14,0.1,0.12,2539083,7,253XXXXXXXX,11,4,25390830000,25390839999
Djibouti AT33,0.14,0.1,0.12,2539272,7,253XXXXXXXX,11,4,25392720000,25392729999
East AT2,0.22,0.16,0.2,67040,5,670XXXXXXXX,11,6,67040000000,67040999999
East AT3,0.22,0.16,0.2,670015,6,670XXXXXXXX,11,5,67001500000,67001599999
East AT6,0.22,0.16,0.2,670264,6,670XXXXXXXX,11,5,67026400000,67026499999
East AT7,0.22,0.16,0.2,670275,6,670XXXXXXXX,11,5,67027500000,67027599999
East AT13,0.22,0.16,0.2,670480,6,670XXXXXXXX,11,5,67048000000,67048099999
East AT14,0.22,0.16,0.2,670483,6,670XXXXXXXX,11,5,67048300000,67048399999
East AT18,0.22,0.16,0.2,670711,6,670XXXXXXXX,11,5,67071100000,67071199999
East AT28,0.22,0.16,0.2,670847,6,670XXXXXXXX,11,5,67084700000,67084799999
East AT29,0.22,0.16,0.2,670875,6,670XXXXXXXX,11,5,67087500000,67087599999
East AT35,0.22,0.16,0.2,6702611,7,670XXXXXXXX,11,4,67026110000,67026119999
East AT36,0.22,0.16,0.2,6702617,7,670XXXXXXXX,11,4,67026170000,67026179999
East AT37,0.22,0.16,0.2,6702627,7,670XXXXXXXX,11,4,67026270000,67026279999
East AT38,0.22,0.16,0.2,6702628,7,670XXXXXXXX,11,4,67026280000,67026289999
East AT39,0.22,0.16,0.2,6702645,7,670XXXXXXXX,11,4,67026450000,67026459999
East AT40,0.22,0.16,0.2,6702647,7,670XXXXXXXX,11,4,67026470000,67026479999
East AT41,0.22,0.16,0.2,6702655,7,670XXXXXXXX,11,4,67026550000,67026559999
East AT42,0.22,0.16,0.2,6702756,7,670XXXXXXXX,11,4,67027560000,67027569999
East AT43,0.22,0.16,0.2,6702855,7,670XXXXXXXX,11,4,67028550000,67028559999
East AT59,0.22,0.16,0.2,6704544,7,670XXXXXXXX,11,4,67045440000,67045449999
East AT60,0.22,0.16,0.2,6704806,7,670XXXXXXXX,11,4,67048060000,67048069999
East AT65,0.22,0.16,0.2,6706156,7,670XXXXXXXX,11,4,67061560000,67061569999
East AT67,0.22,0.16,0.2,6707230,7,670XXXXXXXX,11,4,67072300000,67072309999
East AT68,0.22,0.16,0.2,6707239,7,670XXXXXXXX,11,4,67072390000,67072399999
East AT69,0.22,0.16,0.2,6707240,7,670XXXXXXXX,11,4,67072400000,67072409999
East AT70,0.22,0.16,0.2,6707242,7,670XXXXXXXX,11,4,67072420000,67072429999
East AT71,0.22,0.16,0.2,6707278,7,670XXXXXXXX,11,4,67072780000,67072789999
East AT72,0.22,0.16,0.2,6707293,7,670XXXXXXXX,11,4,67072930000,67072939999
East AT110,0.22,0.16,0.2,6708101,7,670XXXXXXXX,11,4,67081010000,67081019999
East AT111,0.22,0.16,0.2,6708168,7,670XXXXXXXX,11,4,67081680000,67081689999
East AT112,0.22,0.16,0.2,6708258,7,670XXXXXXXX,11,4,67082580000,67082589999
East AT113,0.22,0.16,0.2,6708323,7,670XXXXXXXX,11,4,67083230000,67083239999
East AT114,0.22,0.16,0.2,6708878,7,670XXXXXXXX,11,4,67088780000,67088789999
East AT115,0.22,0.16,0.2,6708944,7,670XXXXXXXX,11,4,67089440000,67089449999
East AT116,0.22,0.16,0.2,6709136,7,670XXXXXXXX,11,4,67091360000,67091369999
East AT117,0.22,0.16,0.2,6709293,7,670XXXXXXXX,11,4,67092930000,67092939999
East AT118,0.22,0.16,0.2,6709484,7,670XXXXXXXX,11,4,67094840000,67094849999
East AT119,0.22,0.16,0.2,6709621,7,670XXXXXXXX,11,4,67096210000,67096219999
East AT120,0.22,0.16,0.2,6709750,7,670XXXXXXXX,11,4,67097500000,67097509999
East AT121,0.22,0.16,0.2,6709997,7,670XXXXXXXX,11,4,67099970000,67099979999
El Salvador AT6,0.08,0.06,0.065,5033780,7,503XXXXXXXXXXX,14,7,50337800000000,50337809999999
ELLIPSO AT1,0.35,0.26,0.31,881313,6,881,3,-3,#VALUE!,#VALUE!
ELLIPSO AT2,0.35,0.26,0.31,8812380,7,881,3,-4,#VALUE!,#VALUE!
Equatorial Guinea AT21,0.15,0.11,0.13,24045595,8,240XXXXXXXXX,12,4,240455950000,240455959999
Equatorial Guinea AT23,0.15,0.11,0.13,24066613,8,240XXXXXXXXX,12,4,240666130000,240666139999
Equatorial Guinea AT24,0.15,0.11,0.13,24066617,8,240XXXXXXXXX,12,4,240666170000,240666179999
Equatorial Guinea AT25,0.15,0.11,0.13,24066650,8,240XXXXXXXXX,12,4,240666500000,240666509999
Equatorial Guinea AT26,0.15,0.11,0.13,24066700,8,240XXXXXXXXX,12,4,240667000000,240667009999
Equatorial Guinea AT27,0.15,0.11,0.13,24066800,8,240XXXXXXXXX,12,4,240668000000,240668009999
Equatorial Guinea AT28,0.15,0.11,0.13,24066820,8,240XXXXXXXXX,12,4,240668200000,240668209999
Equatorial Guinea AT29,0.15,0.11,0.13,24066821,8,240XXXXXXXXX,12,4,240668210000,240668219999
Equatorial Guinea AT30,0.15,0.11,0.13,24066824,8,240XXXXXXXXX,12,4,240668240000,240668249999
Equatorial Guinea AT31,0.15,0.11,0.13,24066825,8,240XXXXXXXXX,12,4,240668250000,240668259999
Equatorial Guinea AT32,0.15,0.11,0.13,24066828,8,240XXXXXXXXX,12,4,240668280000,240668289999
Equatorial Guinea AT33,0.15,0.11,0.13,24066829,8,240XXXXXXXXX,12,4,240668290000,240668299999
Equatorial Guinea AT34,0.15,0.11,0.13,24076508,8,240XXXXXXXXX,12,4,240765080000,240765089999
Estonia AT54,0.19,0.14,0.17,372703,6,372XXXXXXXXXXXX,15,9,372703000000000,372703999999999
Estonia AT55,0.19,0.14,0.17,372704,6,372XXXXXXXXXXXX,15,9,372704000000000,372704999999999
Estonia AT57,0.19,0.14,0.17,372708,6,372XXXXXXXXXXXX,15,9,372708000000000,372708999999999
Estonia AT58,0.19,0.14,0.17,372709,6,372XXXXXXXXXXXX,15,9,372709000000000,372709999999999
Estonia AT76,0.19,0.14,0.17,3727044,7,372XXXXXXXXXXXX,15,8,372704400000000,372704499999999
Estonia AT78,0.19,0.14,0.17,3727080,7,372XXXXXXXXXXXX,15,8,372708000000000,372708099999999
Estonia AT79,0.19,0.14,0.17,3727081,7,372XXXXXXXXXXXX,15,8,372708100000000,372708199999999
Estonia AT80,0.19,0.14,0.17,3727091,7,372XXXXXXXXXXXX,15,8,372709100000000,372709199999999
Falkland Islands AT1,0.26,0.19,0.23,5000,4,500XXXXX,8,4,50000000,50009999
Falkland Islands AT2,0.26,0.19,0.23,5001,4,500XXXXX,8,4,50010000,50019999
Falkland Islands AT9,0.26,0.19,0.23,5008,4,500XXXXX,8,4,50080000,50089999
Falkland Islands AT10,0.26,0.19,0.23,5009,4,500XXXXX,8,4,50090000,50099999
Falkland Islands AT11,0.26,0.19,0.23,50000,5,500XXXXX,8,3,50000000,50000999
Falkland Islands AT12,0.26,0.19,0.23,50001,5,500XXXXX,8,3,50001000,50001999
Falkland Islands AT13,0.26,0.19,0.23,50005,5,500XXXXX,8,3,50005000,50005999
Falkland Islands AT14,0.26,0.19,0.23,50017,5,500XXXXX,8,3,50017000,50017999
Falkland Islands AT15,0.26,0.19,0.23,50018,5,500XXXXX,8,3,50018000,50018999
Falkland Islands AT16,0.26,0.19,0.23,50019,5,500XXXXX,8,3,50019000,50019999
Falkland Islands AT57,0.26,0.19,0.23,50080,5,500XXXXX,8,3,50080000,50080999
Falkland Islands AT58,0.26,0.19,0.23,50081,5,500XXXXX,8,3,50081000,50081999
Falkland Islands AT59,0.26,0.19,0.23,50082,5,500XXXXX,8,3,50082000,50082999
Falkland Islands AT60,0.26,0.19,0.23,50085,5,500XXXXX,8,3,50085000,50085999
Falkland Islands AT61,0.26,0.19,0.23,50090,5,500XXXXX,8,3,50090000,50090999
Falkland Islands AT62,0.26,0.19,0.23,50091,5,500XXXXX,8,3,50091000,50091999
Falkland Islands AT63,0.26,0.19,0.23,50092,5,500XXXXX,8,3,50092000,50092999
Falkland Islands AT64,0.26,0.19,0.23,50093,5,500XXXXX,8,3,50093000,50093999
Falkland Islands AT65,0.26,0.19,0.23,50096,5,500XXXXX,8,3,50096000,50096999
Falkland Islands AT66,0.26,0.19,0.23,50097,5,500XXXXX,8,3,50097000,50097999
Falkland Islands AT67,0.26,0.19,0.23,50098,5,500XXXXX,8,3,50098000,50098999
Falkland Islands AT75,0.26,0.19,0.23,50085579,8,500XXXXX,8,0,50085579,50085579
Falkland Islands AT76,0.26,0.19,0.23,50092289,8,500XXXXX,8,0,50092289,50092289
Falkland Islands AT77,0.26,0.19,0.23,50092651,8,500XXXXX,8,0,50092651,50092651
Falkland Islands AT78,0.26,0.19,0.23,50092652,8,500XXXXX,8,0,50092652,50092652
Falkland Islands AT79,0.26,0.19,0.23,50092653,8,500XXXXX,8,0,50092653,50092653
Falkland Islands AT80,0.26,0.19,0.23,50092655,8,500XXXXX,8,0,50092655,50092655
Falkland Islands AT81,0.26,0.19,0.23,50092658,8,500XXXXX,8,0,50092658,50092658
Falkland Islands AT82,0.26,0.19,0.23,50092659,8,500XXXXX,8,0,50092659,50092659
Fiji AT6,0.1,0.07,0.085,679519,6,679XXXXXXXXXXX,14,8,67951900000000,67951999999999
Fiji AT7,0.1,0.07,0.085,679154,6,679XXXXXXXXXXX,14,8,67915400000000,67915499999999
France AT4,0.09,0.07,0.075,3382178,7,338XXXXXXXX,11,4,33821780000,33821789999
France AT5,0.09,0.07,0.075,3389106,7,338XXXXXXXX,11,4,33891060000,33891069999
French Polynesia AT1,0.15,0.11,0.13,689341,6,689XXXXXXXX,11,5,68934100000,68934199999
French Polynesia AT2,0.15,0.11,0.13,68902,5,689XXXXXXXX,11,6,68902000000,68902999999
Gabon AT1,0.125,0.09,0.105,24107,5,241XXXXXXXX,11,6,24107000000,24107999999
Gabon AT2,0.125,0.09,0.105,241040,6,241XXXXXXXX,11,5,24104000000,24104099999
Gabon AT3,0.125,0.09,0.105,241041,6,241XXXXXXXX,11,5,24104100000,24104199999
Gabon AT4,0.125,0.09,0.105,241042,6,241XXXXXXXX,11,5,24104200000,24104299999
Gabon AT5,0.125,0.09,0.105,241043,6,241XXXXXXXX,11,5,24104300000,24104399999
Gabon AT6,0.125,0.09,0.105,241044,6,241XXXXXXXX,11,5,24104400000,24104499999
Gabon AT7,0.125,0.09,0.105,241045,6,241XXXXXXXX,11,5,24104500000,24104599999
Gabon AT8,0.125,0.09,0.105,241046,6,241XXXXXXXX,11,5,24104600000,24104699999
Gabon AT9,0.125,0.09,0.105,241048,6,241XXXXXXXX,11,5,24104800000,24104899999
Gabon AT10,0.125,0.09,0.105,241049,6,241XXXXXXXX,11,5,24104900000,24104999999
Gabon AT11,0.125,0.09,0.105,241071,6,241XXXXXXXX,11,5,24107100000,24107199999
Gabon AT12,0.125,0.09,0.105,241072,6,241XXXXXXXX,11,5,24107200000,24107299999
Gabon AT13,0.125,0.09,0.105,241073,6,241XXXXXXXX,11,5,24107300000,24107399999
Gabon AT14,0.125,0.09,0.105,241074,6,241XXXXXXXX,11,5,24107400000,24107499999
Gabon AT15,0.125,0.09,0.105,241075,6,241XXXXXXXX,11,5,24107500000,24107599999
Gabon AT16,0.125,0.09,0.105,241076,6,241XXXXXXXX,11,5,24107600000,24107699999
Gabon AT17,0.125,0.09,0.105,241078,6,241XXXXXXXX,11,5,24107800000,24107899999
Gabon AT27,0.125,0.09,0.105,2410404,7,241XXXXXXXX,11,4,24104040000,24104049999
Gabon AT28,0.125,0.09,0.105,2410407,7,241XXXXXXXX,11,4,24104070000,24104079999
Gabon AT29,0.125,0.09,0.105,2410419,7,241XXXXXXXX,11,4,24104190000,24104199999
Gabon AT30,0.125,0.09,0.105,2410464,7,241XXXXXXXX,11,4,24104640000,24104649999
Gabon AT31,0.125,0.09,0.105,2410480,7,241XXXXXXXX,11,4,24104800000,24104809999
Gabon AT32,0.125,0.09,0.105,2410483,7,241XXXXXXXX,11,4,24104830000,24104839999
Gabon AT33,0.125,0.09,0.105,2410492,7,241XXXXXXXX,11,4,24104920000,24104929999
Gabon AT34,0.125,0.09,0.105,2410494,7,241XXXXXXXX,11,4,24104940000,24104949999
Gabon AT35,0.125,0.09,0.105,2410497,7,241XXXXXXXX,11,4,24104970000,24104979999
Gabon AT36,0.125,0.09,0.105,2410721,7,241XXXXXXXX,11,4,24107210000,24107219999
Gabon AT37,0.125,0.09,0.105,2410737,7,241XXXXXXXX,11,4,24107370000,24107379999
Gabon AT40,0.125,0.09,0.105,24104015,8,241XXXXXXXX,11,3,24104015000,24104015999
Gabon AT41,0.125,0.09,0.105,24104044,8,241XXXXXXXX,11,3,24104044000,24104044999
Gabon AT42,0.125,0.09,0.105,24104195,8,241XXXXXXXX,11,3,24104195000,24104195999
Gabon AT43,0.125,0.09,0.105,24104555,8,241XXXXXXXX,11,3,24104555000,24104555999
Gabon AT44,0.125,0.09,0.105,24104593,8,241XXXXXXXX,11,3,24104593000,24104593999
Gabon AT45,0.125,0.09,0.105,24107212,8,241XXXXXXXX,11,3,24107212000,24107212999
Gabon AT47,0.125,0.09,0.105,241030,6,241XXXXXXXX,11,5,24103000000,24103099999
Gabon AT48,0.125,0.09,0.105,241031,6,241XXXXXXXX,11,5,24103100000,24103199999
Gabon AT49,0.125,0.09,0.105,241032,6,241XXXXXXXX,11,5,24103200000,24103299999
Gabon AT50,0.125,0.09,0.105,241033,6,241XXXXXXXX,11,5,24103300000,24103399999
Gabon AT51,0.125,0.09,0.105,241034,6,241XXXXXXXX,11,5,24103400000,24103499999
Gabon AT52,0.125,0.09,0.105,241035,6,241XXXXXXXX,11,5,24103500000,24103599999
Gabon AT53,0.125,0.09,0.105,241036,6,241XXXXXXXX,11,5,24103600000,24103699999
Gabon AT54,0.125,0.09,0.105,241038,6,241XXXXXXXX,11,5,24103800000,24103899999
Gabon AT55,0.125,0.09,0.105,241039,6,241XXXXXXXX,11,5,24103900000,24103999999
Gabon AT63,0.125,0.09,0.105,2410326,7,241XXXXXXXX,11,4,24103260000,24103269999
Gabon AT64,0.125,0.09,0.105,2410350,7,241XXXXXXXX,11,4,24103500000,24103509999
Gabon AT65,0.125,0.09,0.105,2410351,7,241XXXXXXXX,11,4,24103510000,24103519999
Gabon AT66,0.125,0.09,0.105,2410360,7,241XXXXXXXX,11,4,24103600000,24103609999
Gabon AT67,0.125,0.09,0.105,2410389,7,241XXXXXXXX,11,4,24103890000,24103899999
Gabon AT69,0.125,0.09,0.105,24103269,8,241XXXXXXXX,11,3,24103269000,24103269999
Gabon AT70,0.125,0.09,0.105,24103286,8,241XXXXXXXX,11,3,24103286000,24103286999
Gabon AT71,0.125,0.09,0.105,24103427,8,241XXXXXXXX,11,3,24103427000,24103427999
Gabon AT75,0.125,0.09,0.105,241032866,9,241XXXXXXXX,11,2,24103286600,24103286699
Gabon AT76,0.125,0.09,0.105,241034271,9,241XXXXXXXX,11,2,24103427100,24103427199
Gabon AT78,0.125,0.09,0.105,241006,6,241XXXXXXXX,11,5,24100600000,24100699999
Gabon AT79,0.125,0.09,0.105,241017,6,241XXXXXXXX,11,5,24101700000,24101799999
Gabon AT88,0.125,0.09,0.105,241833,6,241XXXXXXXX,11,5,24183300000,24183399999
Gabon AT89,0.125,0.09,0.105,241877,6,241XXXXXXXX,11,5,24187700000,24187799999
Gabon AT90,0.125,0.09,0.105,241881,6,241XXXXXXXX,11,5,24188100000,24188199999
Gabon AT91,0.125,0.09,0.105,241910,6,241XXXXXXXX,11,5,24191000000,24191099999
Gabon AT92,0.125,0.09,0.105,241922,6,241XXXXXXXX,11,5,24192200000,24192299999
Gabon AT93,0.125,0.09,0.105,241924,6,241XXXXXXXX,11,5,24192400000,24192499999
Gabon AT94,0.125,0.09,0.105,241925,6,241XXXXXXXX,11,5,24192500000,24192599999
Gabon AT95,0.125,0.09,0.105,241965,6,241XXXXXXXX,11,5,24196500000,24196599999
Gabon AT96,0.125,0.09,0.105,241987,6,241XXXXXXXX,11,5,24198700000,24198799999
Gabon AT97,0.125,0.09,0.105,2410176,7,241XXXXXXXX,11,4,24101760000,24101769999
Gabon AT99,0.125,0.09,0.105,2419242,7,241XXXXXXXX,11,4,24192420000,24192429999
Gabon AT100,0.125,0.09,0.105,2419876,7,241XXXXXXXX,11,4,24198760000,24198769999
Gabon AT103,0.125,0.09,0.105,24188190,8,241XXXXXXXX,11,3,24188190000,24188190999
Gabon AT104,0.125,0.09,0.105,24192420,8,241XXXXXXXX,11,3,24192420000,24192420999
Gabon AT105,0.125,0.09,0.105,24198767,8,241XXXXXXXX,11,3,24198767000,24198767999
Gabon AT106,0.125,0.09,0.105,241026,6,241XXXXXXXX,11,5,24102600000,24102699999
Gabon AT107,0.125,0.09,0.105,241027,6,241XXXXXXXX,11,5,24102700000,24102799999
Gabon AT108,0.125,0.09,0.105,241028,6,241XXXXXXXX,11,5,24102800000,24102899999
Gabon AT109,0.125,0.09,0.105,241060,6,241XXXXXXXX,11,5,24106000000,24106099999
Gabon AT110,0.125,0.09,0.105,241061,6,241XXXXXXXX,11,5,24106100000,24106199999
Gabon AT111,0.125,0.09,0.105,241062,6,241XXXXXXXX,11,5,24106200000,24106299999
Gabon AT112,0.125,0.09,0.105,241063,6,241XXXXXXXX,11,5,24106300000,24106399999
Gabon AT113,0.125,0.09,0.105,241064,6,241XXXXXXXX,11,5,24106400000,24106499999
Gabon AT114,0.125,0.09,0.105,241067,6,241XXXXXXXX,11,5,24106700000,24106799999
Gabon AT115,0.125,0.09,0.105,241068,6,241XXXXXXXX,11,5,24106800000,24106899999
Gabon AT116,0.125,0.09,0.105,241069,6,241XXXXXXXX,11,5,24106900000,24106999999
Gabon AT126,0.125,0.09,0.105,2410200,7,241XXXXXXXX,11,4,24102000000,24102009999
Gabon AT127,0.125,0.09,0.105,2410230,7,241XXXXXXXX,11,4,24102300000,24102309999
Gabon AT128,0.125,0.09,0.105,2410262,7,241XXXXXXXX,11,4,24102620000,24102629999
Gabon AT129,0.125,0.09,0.105,2410281,7,241XXXXXXXX,11,4,24102810000,24102819999
Gabon AT130,0.125,0.09,0.105,2410600,7,241XXXXXXXX,11,4,24106000000,24106009999
Gabon AT131,0.125,0.09,0.105,2410605,7,241XXXXXXXX,11,4,24106050000,24106059999
Gabon AT132,0.125,0.09,0.105,2410606,7,241XXXXXXXX,11,4,24106060000,24106069999
Gabon AT133,0.125,0.09,0.105,2410610,7,241XXXXXXXX,11,4,24106100000,24106109999
Gabon AT134,0.125,0.09,0.105,2410621,7,241XXXXXXXX,11,4,24106210000,24106219999
Gabon AT135,0.125,0.09,0.105,2410624,7,241XXXXXXXX,11,4,24106240000,24106249999
Gabon AT136,0.125,0.09,0.105,2410666,7,241XXXXXXXX,11,4,24106660000,24106669999
Gabon AT137,0.125,0.09,0.105,24105,5,241XXXXXXXX,11,6,24105000000,24105999999
Gabon AT138,0.125,0.09,0.105,241050,6,241XXXXXXXX,11,5,24105000000,24105099999
Gabon AT139,0.125,0.09,0.105,241051,6,241XXXXXXXX,11,5,24105100000,24105199999
Gabon AT140,0.125,0.09,0.105,241052,6,241XXXXXXXX,11,5,24105200000,24105299999
Gabon AT141,0.125,0.09,0.105,241053,6,241XXXXXXXX,11,5,24105300000,24105399999
Gabon AT142,0.125,0.09,0.105,241054,6,241XXXXXXXX,11,5,24105400000,24105499999
Gabon AT143,0.125,0.09,0.105,241055,6,241XXXXXXXX,11,5,24105500000,24105599999
Gabon AT144,0.125,0.09,0.105,241056,6,241XXXXXXXX,11,5,24105600000,24105699999
Gabon AT145,0.125,0.09,0.105,241057,6,241XXXXXXXX,11,5,24105700000,24105799999
Gabon AT146,0.125,0.09,0.105,241058,6,241XXXXXXXX,11,5,24105800000,24105899999
Gabon AT157,0.125,0.09,0.105,2410540,7,241XXXXXXXX,11,4,24105400000,24105409999
Gabon AT158,0.125,0.09,0.105,2410541,7,241XXXXXXXX,11,4,24105410000,24105419999
Gabon AT159,0.125,0.09,0.105,2410575,7,241XXXXXXXX,11,4,24105750000,24105759999
Gabon AT160,0.125,0.09,0.105,24105604,8,241XXXXXXXX,11,3,24105604000,24105604999
Gabon AT161,0.125,0.09,0.105,24105622,8,241XXXXXXXX,11,3,24105622000,24105622999
Gabon AT162,0.125,0.09,0.105,24105633,8,241XXXXXXXX,11,3,24105633000,24105633999
Gabon AT163,0.125,0.09,0.105,24105642,8,241XXXXXXXX,11,3,24105642000,24105642999
Gabon AT164,0.125,0.09,0.105,24105651,8,241XXXXXXXX,11,3,24105651000,24105651999
Gabon AT165,0.125,0.09,0.105,24105652,8,241XXXXXXXX,11,3,24105652000,24105652999
Gabon AT166,0.125,0.09,0.105,24105657,8,241XXXXXXXX,11,3,24105657000,24105657999
Gabon AT167,0.125,0.09,0.105,24105659,8,241XXXXXXXX,11,3,24105659000,24105659999
Gabon AT168,0.125,0.09,0.105,24105661,8,241XXXXXXXX,11,3,24105661000,24105661999
Gabon AT169,0.125,0.09,0.105,24105663,8,241XXXXXXXX,11,3,24105663000,24105663999
Gabon AT170,0.125,0.09,0.105,24105664,8,241XXXXXXXX,11,3,24105664000,24105664999
Gabon AT171,0.125,0.09,0.105,24105665,8,241XXXXXXXX,11,3,24105665000,24105665999
Gambia AT260,0.22,0.16,0.2,220021,6,220XXXXXXX,10,4,2200210000,2200219999
Gambia AT273,0.22,0.16,0.2,220416,6,220XXXXXXX,10,4,2204160000,2204169999
Gambia AT284,0.22,0.16,0.2,220451,6,220XXXXXXX,10,4,2204510000,2204519999
Gambia AT285,0.22,0.16,0.2,220452,6,220XXXXXXX,10,4,2204520000,2204529999
Gambia AT286,0.22,0.16,0.2,220453,6,220XXXXXXX,10,4,2204530000,2204539999
Gambia AT287,0.22,0.16,0.2,220454,6,220XXXXXXX,10,4,2204540000,2204549999
Gambia AT288,0.22,0.16,0.2,220455,6,220XXXXXXX,10,4,2204550000,2204559999
Gambia AT289,0.22,0.16,0.2,220456,6,220XXXXXXX,10,4,2204560000,2204569999
Gambia AT290,0.22,0.16,0.2,220457,6,220XXXXXXX,10,4,2204570000,2204579999
Gambia AT291,0.22,0.16,0.2,220486,6,220XXXXXXX,10,4,2204860000,2204869999
Gambia AT292,0.22,0.16,0.2,220490,6,220XXXXXXX,10,4,2204900000,2204909999
Gambia AT293,0.22,0.16,0.2,220500,6,220XXXXXXX,10,4,2205000000,2205009999
Gambia AT294,0.22,0.16,0.2,220501,6,220XXXXXXX,10,4,2205010000,2205019999
Gambia AT295,0.22,0.16,0.2,220502,6,220XXXXXXX,10,4,2205020000,2205029999
Gambia AT296,0.22,0.16,0.2,220505,6,220XXXXXXX,10,4,2205050000,2205059999
Gambia AT297,0.22,0.16,0.2,220506,6,220XXXXXXX,10,4,2205060000,2205069999
Gambia AT298,0.22,0.16,0.2,220507,6,220XXXXXXX,10,4,2205070000,2205079999
Gambia AT299,0.22,0.16,0.2,220519,6,220XXXXXXX,10,4,2205190000,2205199999
Gambia AT300,0.22,0.16,0.2,220524,6,220XXXXXXX,10,4,2205240000,2205249999
Gambia AT301,0.22,0.16,0.2,220535,6,220XXXXXXX,10,4,2205350000,2205359999
Gambia AT302,0.22,0.16,0.2,220541,6,220XXXXXXX,10,4,2205410000,2205419999
Gambia AT303,0.22,0.16,0.2,220542,6,220XXXXXXX,10,4,2205420000,2205429999
Gambia AT312,0.22,0.16,0.2,220596,6,220XXXXXXX,10,4,2205960000,2205969999
Georgia AT8,0.12,0.09,0.1,9957200,7,995XXXXXXX,10,3,9957200000,9957200999
Georgia AT10,0.12,0.09,0.1,99520516,8,995XXXXXXX,10,2,9952051600,9952051699
Georgia AT11,0.12,0.09,0.1,99528088,8,995XXXXXXX,10,2,9952808800,9952808899
Georgia AT12,0.12,0.09,0.1,99529452,8,995XXXXXXX,10,2,9952945200,9952945299
Georgia AT14,0.12,0.09,0.1,99544064,8,995XXXXXXX,10,2,9954406400,9954406499
Georgia AT16,0.12,0.09,0.1,99545480,8,995XXXXXXX,10,2,9954548000,9954548099
Georgia AT17,0.12,0.09,0.1,99549030,8,995XXXXXXX,10,2,9954903000,9954903099
Georgia AT18,0.12,0.09,0.1,99553235,8,995XXXXXXX,10,2,9955323500,9955323599
Georgia AT19,0.12,0.09,0.1,99553245,8,995XXXXXXX,10,2,9955324500,9955324599
Georgia AT20,0.12,0.09,0.1,99556717,8,995XXXXXXX,10,2,9955671700,9955671799
Georgia AT21,0.12,0.09,0.1,99563476,8,995XXXXXXX,10,2,9956347600,9956347699
Georgia AT22,0.12,0.09,0.1,99566315,8,995XXXXXXX,10,2,9956631500,9956631599
Georgia AT23,0.12,0.09,0.1,99571669,8,995XXXXXXX,10,2,9957166900,9957166999
Georgia AT24,0.12,0.09,0.1,99571844,8,995XXXXXXX,10,2,9957184400,9957184499
Georgia AT25,0.12,0.09,0.1,99572000,8,995XXXXXXX,10,2,9957200000,9957200099
Georgia AT26,0.12,0.09,0.1,99576101,8,995XXXXXXX,10,2,9957610100,9957610199
Georgia AT27,0.12,0.09,0.1,99583959,8,995XXXXXXX,10,2,9958395900,9958395999
Georgia AT28,0.12,0.09,0.1,99584593,8,995XXXXXXX,10,2,9958459300,9958459399
Georgia AT29,0.12,0.09,0.1,99587399,8,995XXXXXXX,10,2,9958739900,9958739999
Ghana AT47,0.12,0.09,0.1,23302015,8,233XXXXXXX,10,2,2330201500,2330201599
Globalstar AT1,0.35,0.26,0.31,8818218,7,881,3,-4,#VALUE!,#VALUE!
Globalstar AT2,0.35,0.26,0.31,8818381,7,881,3,-4,#VALUE!,#VALUE!
Globalstar AT3,0.35,0.26,0.31,8818481,7,881,3,-4,#VALUE!,#VALUE!
Globalstar AT4,0.35,0.26,0.31,8819218,7,881,3,-4,#VALUE!,#VALUE!
Globalstar AT5,0.35,0.26,0.31,8819481,7,881,3,-4,#VALUE!,#VALUE!
Globalstar AT6,0.35,0.26,0.31,88182121,8,881,3,-5,#VALUE!,#VALUE!
Globalstar AT7,0.35,0.26,0.31,88182161,8,881,3,-5,#VALUE!,#VALUE!
Globalstar AT8,0.35,0.26,0.31,88182162,8,881,3,-5,#VALUE!,#VALUE!
