Range_Name,DID
Albania CT4,355666023059
Estonia P42,37257234055
Mali CT18,22362257513
Maldives AV36,9609322127
Zambia AT1,260973013969
Saudi Arabia CT8,966582202644
Morocco CT42,212652002181
Guinea ET10,22420807450
Tunisia AT,21653310268
Dominica AT,17675021077
Car CT2,23676108783
Equatorial Guinea T5,240907502114
Abkhazia E1,79407078857
Dominica AT9,17672657696
Mauritania AV15,22233988407
Jordan CT31,962799666029
Malawi AT,265881001737
Serbia P2,381657165726
Latvia P71,37169000061
Equatorial Guinea T5,240907560010
Zambia AT1,260973013949
Abkhazia E1,79407078854
Latvia E63,37125061004
Dominica AT2,17672459072
Gabon AT10,2410383985
Jordan CT42,962799017785
Latvia E47,37123605056
Equatorial Guinea T5,240907549943
Algeria CT44,213554166576
Montenegro ET4,382686031723
Algeria P3,213559974275
Mauritania AV33,22236615111
Zambia AT,260968051851
Bolivia ET4,59171730470
Tunisa AV3,21628923306
Montenegro ET4,382686031444
Equatorial Guinea T11,240923681162
Dominica AT5,17672955004
Serbia ET8,381616829992
Dominica AT10,17672753616
Serbia P2,381657165729
Tunisia CT3,21653183743
Gabon CT1,24101732834
Jordan CT60,962796323217
St. Helena PS5,290986805
Malawi AT,265887252068
Dominica AT3,17672850758
Eq Guinea T1,240999141826
Dominica AT9,17672658581
Jordan CT1,962798920231
DR Congo AT,243822280806
Guinea AV4,22430444706
Dominica AT2,17672456633
Guinea T87,22478828085
Cuba AV137,5325103075
Cuba AV137,5325103071
Morocco CT3,212691574628
Maldives AT,9600367320
Gabon CT1,24101732444
Seychelles AT,2482680429
Qatar CT21,97430463786
Serbia ET8,381616825923
Malawi AT,26588445685
Morocco CT3,212691574624
Ascension Islands AT1,247047348
Equatorial Guinea AT,240923684483
Cuba AV43,5347533209
Gabon CT1,24101732448
Dominica AT5,17672956957
Equatorial Guinea T3,240351090000
Qatar CT34,97470545420
Algeria Mobile AV6,213670552552
Jordan CT64,962796223452
Jordan CT62,962796333009
Latvia E45,37122787025
Zambia AT1,260978400543
Zambia AT,260971288229
DR Congo AT,243822282205
Cuba AV43,5347533260
Mali AV3,22366333016
CAR ET5,23677237623
Tunisia AV17,21658500464
Mali AV7,22365900007
Qatar CT30,97477127154
Haiti AV3,50933011231
Honduras AT,50472170750
St. Helena PS4,29094213853
St. Helena PS2,290610768
Ascension Islands AT1,247047058
Algeria Mobile AV6,213670552551
Equatorial Guinea T5,240907502129
Cuba AV43,5347533256
St. Helena PS2,290610678
Chad AT,23592731738
Cuba AV43,5347533257
Tunisia AT,21653368631
Haiti AT,50946650616
Albania CT4,355666023051
Dominica AT4,17672764341
Equatorial Guinea T5,240907502128
Algeria CT5,213561960124
Tunisia CT3,21653183742
Aruba AT,2977479040
Jordan CT30,962790506177
Equatorial Guinea T6,24090044707
Bolivia ET10,59179352132
Morocco CT3,212691574626
Chad AV16,23599439291
Mauritania AV15,22233988402
Equatorial Guinea T5,240907502126
Jordan CT5,962777879670
St. Helena PS7,29002541
Tunisia AV23,21650003231
Eq Guinea T1,240555651681
Madagascar CT8,261320411986
Equatorial Guinea T5,240907502119
Gabon CT1,24101732222
Guinea CT70,22479161740
Cuba AV137,5325103073
Macedonia ET1,38978222203
Macedonia ET1,38978222432
St. Helena PS4,29094218257
Mauritania AV15,22233988405
St Vincent AV6,17844003627
Malawi AT,265882600118
Mali CT25,22396944453
Serbia ET6,381665363754
Jordan CT31,962799666028
Belize CT1,5016141733
Equatorial Guinea T4,2406264685
Serbia AV3,381643374503
Equatorial Guinea T5,240907502117
Montenegro ET1,38268220413
Latvia E41,37122295893
Equatorial Guinea T5,240907502127
Vanuatu AT,6780333934
Equatorial Guinea CT32,240922725464
Zambia AT,260968051855
Chad CT72,23599723702
Zambia AT1,260978400254
Dominica AT8,17672779516
Algeria CT28,213541006656
Dominica AT10,17672752385
Equatorial Guinea T3,240351090008
Honduras AV15,50495970075
Serbia P2,381657165735
Algeria AT,21356161133
Macedonia ET1,38978221882
Morocco AV7,212693260306
Albania CT11,355692987746
Jordan AT,962781338302
Mauritania AV15,22233988461
Jordan CT2,962786877322
Algeria CT44,213554166571
Madagascar ET8,261205570033
Gabon CT1,24101732721
Equatorial Guinea CT39,240905006629
Congo CT2,242800207242
Malawi AT1,265881926432
Equatorial Guinea T7,240906767368
Qatar CT21,97430463787
Montenegro ET4,382686036428
Zambia AT,2609655226904
Algeria CT2,213541587432
Montenegro ET3,382682314088
St. Helena PS5,290986812
Guinea CT59,22479347418
Mauritania AV15,22233988460
Montenegro ET3,382682314397
Equatorial Guinea AT,240001142030
Cuba AV17,5377641004
Guinea CT70,22479167781
Zambia AT,260973872170
Guinea CT59,22479347361
Georgia P1,995577896451
Equatorial Guinea CT33,240922720034
St Vincent AV6,17844003621
Equatorial Guinea T5,240907506644
Falkland E1,50015614
Dominica AT2,17672459371
Malawi AT,265882600117
Jordan CT1,962798920239
Malawi AT1,265881926858
Dominica AT9,17672654520
St. Helena PS7,29002543
Cuba AV17,5377641003
Gabon AT10,2410309816
Algeria Mobile AV6,213670554294
Equatorial Guinea T15,240991443639
Eq Guinea T3,2409472411
Dominica AT9,17672657326
Malawi AT,265882552315
Cuba AV10,5353414001
Mauritania AV15,22233988406
Mauritania AV12,22236300058
Car CT1,2367712050
Morocco AV6,212602771321
Macedonia ET1,38978220206
Mali E1,22360221204
Cuba AV17,5377641002
Rwanda AT1,250222111111
Dominica AT5,17672956831
Equatorial Guinea CT33,240922720033
Abkhazia E1,79407078855
Dominica AT6,17672350625
Dominica AT5,17672959905
Algeria AV1,213660608215
Serbia P2,381657165728
Dominica AT6,17672353971
Equatorial Guinea T5,240907502118
Equatorial Guinea AT,240551648201
Equatorial Guinea CT39,240905007684
Tunisia AV20,21654402732
Bolivia ET10,59179351960
Serbia ET6,381665362714
Latvia E40,37122247956
Serbia AV3,381643374507
Dominica AT2,17672453300
Malawi AT,265882654721
Algeria CT30,213554166773
Equatorial Guinea T3,240351090020
Abkhazia E2,79407642815
Malawi AT,265887252307
Morocco AV5,212662004270
Zambia AT,2609655226443
Equatorial Guinea T10,240222901298
St. Helena PS5,290986865
Equatorial Guinea T7,240906768013
Ascension Islands AT,24771075
Malawi AT,265882654724
Eq Guinea T1,240222903332
Chad AV6,23599541082
Qatar CT31,97477084580
Algeria Mobile AV6,213670552555
Grenada AT,14734071605
Zambia AT,2609655221148
Serbia AV3,381643374509
Dominica AT5,17672959047
Dominica AT4,17672766735
Bosnia AT1,38761129718
Serbia AV3,381643374508
Monaco ET4,37744432966
Madagascar AV7,261202255004
Liberia CT1,23188659130
St. Helena PS5,290986843
Equatorial Guinea T5,240907502111
Zimbabwe AV3,263771723642
Tunisia AV23,21650003311
Maldives AT,9600367248
CAR AT,23675142939
Car CT1,2367712128
Malawi AT,265881001168
Zambia AT,260968051813
Serbia ET8,381616828189
Cuba AV43,5347533261
Haiti CT24,50998130252
Qatar CT52,97430069408
Eq Guinea T1,240555707823
Gabon CT1,24101732445
Maldives AT,9608213358
Latvia E45,37122787009
Tunisia AV20,21654402729
Serbia AV3,381643374504
Bolivia ET4,59171730876
Algeria AV1,213660608219
Algeria CT1,213555888519
Barbados AV6,12462530712
Equatorial Guinea T4,2406264239
Estonia P38,37281100709
Jordan CT2,962786877250
CAR AT,23675475121
Mali CT17,22360330036
Equatorial Guinea T1,240668000581
Car CT1,2367712022
Jordan CT41,962799820148
Montenegro ET3,382682317725
Honduras ET3,50495932359
Car CT2,23676109989
Algeria AV1,213660608214
Sierra Leone AT,23233553526
Abkhazia E3,79407906310
Zambia AT,260962475112
St. Helena PS4,29094217284
Honduras AV2,50494506076
Dominica AT9,17672651239
Eq Guinea T2,24036597114
Abkhazia E8,79407645056
CAR AT,23670780353
Algeria AV1,213660608218
Latvia P70,37162783180
Algeria P3,213559974273
Montenegro ET3,382682312240
Tunisia AV11,21658500106
Dominica AT9,17672650814
Seychelles AT,2482529102
Cuba AT,53764780154
Latvia E64,37125081003
Dominica AT10,17672754152
Cuba AT,5352910811
Morocco CT32,212691499713
Morocco AV19,212604807610
UK AT,447589051703
Tunisia E1,21627037805
Papua New Guinea ET3,67577479216
UK AT,447589051705
UK AT,447589056317
Seychelles AT,2482680427
Morocco AT,212650005066
UK AT,447589051787
Qatar CT5,97477928845
UK AT,447589051709
UK AT,447589051708
CAR AT,23675472253
Jordan CT53,962795000039
Latvia E64,37125081004
Bolivia ET4,59171731039
UK AT,447589051707
Morocco AT,212618400078
UK AT,447589051701
UK AT,447589051923
Morocco CT45,212661080688
Albania AT1,35569448216
Seychelles AT,2482529109
UK AT,447589051704
Equatorial Guinea AT,240923682541
Dominica AT3,17672850056
Equatorial Guinea CT32,240922725467
Maldives AT,9609120506
Eq Guinea T3,2409472400
Morocco AT1,212610941723
Tunisia AT,21691980391
Zambia AT,2609600578315
Jordan CT3,962791540285
Markhor AT,18766190000
Equatorial Guinea CT37,240907177446
Zambia AT,2609600577367
Bolivia ET3,59165970367
Equatorial Guinea CT37,240907177441
Tunisia AV9,21628963401
Honduras AV21,50497173104
Algeria CT20,213541736093
Serbia P2,381657165722
Algeria CT25,213541881628
Somalia CT116,25285112538
Morocco CT32,212691499719
Dominica AT10,17672759093
Zimbabwe AT1,263785019930
Dominica AT2,17672452132
Monaco ET4,37744431311
Tunisia AV20,21654402726
Gabon AT10,2410337093
Guinea ET13,22422387698
Montenegro ET4,382686030793
Montenegro AV1,38267693304
Gabon AT10,2410343317
Algeria CT25,213541881228
Bolivia ET3,59165970471
Latvia E29,37121098754
Falkland E1,50015612
Chad AV16,23599439286
Lithuania P1,37065065577
Cuba AV15,5372500004
Eq Guinea T1,24035550666
Malawi AT,265881001165
Latvia E64,37125081005
Albania CT4,35566627225
Car CT2,23676108782
Mali CT20,22363069357
Equatorial Guinea T5,240907555176
Congo CT2,242800207245
Guinea ET10,22420802546
Mali CT64,22377397064
Estonia P51,37254296125
Serbia P2,381657165721
Latvia E64,37125081001
Montenegro ET3,382682313804
Jordan CT42,962799017784
Dominica AT8,17672774453
Guatemala KT1,50252010146
Zambia AT,2609600577252
Falkland E1,50015617
Montenegro ET4,382686035595
Markhor AT,24103286612
Bosnia AT,38761594646
South Africa BD1,27310880095
Serbia ET6,381665360194
Bosnia AT,38761982667
St. Helena PS4,29094218234
Car CT2,23676108780
Latvia E64,37125081002
Tunisia AV23,21650003290
Swaziland AT1,26878938767
Equatorial Guinea T5,240907586741
Equatorial Guinea AT1,240905006574
Algeria P3,213559974278
Estonia P14,37257237087
Dominica AT10,17672751171
Turks caicos E2,16492449605
Falkland E3,50081568
Malawi AT,265888449565
Tunisia AV14,21698020003
CAR ET5,23677232230
Latvia E40,37122247953
Benin AT,22997970883
Equatorial Guinea T6,240900456060
Mauritania AV15,22233988408
Morocco ET6,212622379926
Belarus AT,375295498840
Falkland Island AT1,50064043
Qatar CT5,97477923679
Mauritania AV12,22236300056
Mauritania AV12,22236300059
St. Helena PS5,290986852
Jordan CT31,962799666020
Serbia P2,381657165725
Equatorial Guinea T1,240222336529
Jordan CT64,962796223451
Qatar CT50,97477925870
Dominica AT10,17672750705
Serbia ET8,381616823352
Honduras AT,50472170153
Serbia AV3,381643374510
Bolivia ET3,59165970397
Burkina Faso AV5,22670910288
Qatar CT36,97477433266
Morocco AT,212610941724
Algeria AT,21356485399
Zambia AT,260971288228
Qatar CT32,97477027906
Jordan CT31,962799666025
Equatorial Guinea CT33,240922720037
Equatorial Guinea T5,240907502121
Jordan CT64,962796223458
Congo CT2,242800207246
Equatorial Guinea AT,240555950322
Estonia P14,37257237255
Estonia P14,37257237081
Albania CT4,35566616856
Equatorial Guinea CT33,240922720038
Maldives AT,9608213433
Cuba AV43,5347533258
Dominica AT9,17672656607
Bolivia ET4,59171730951
Algeria CT25,213541881624
Gabon CT1,24101732838
Estonia P14,37257237262
Qatar CT17,97477854617
UK AT,447589051986
Chad AV16,23599439429
Estonia P43,37257235061
St. Helena AT,290001850
Gabon AT10,2410314891
Eq Guinea T3,2409472517
Montenegro ET3,382682319643
Serbia P2,381657165732
Serbia P2,381657165745
Estonia P14,37257237254
Algeria AV3,213670704253
Algeria CT25,213541881221
Estonia P42,37257234060
Equatorial Guinea T6,240900456766
Equatorial Guinea T6,240900454347
Zimbabwe ET3,263772741896
Zambia AT,260962475137
Latvia E43,37166269034
Chad CT72,23599723704
Mali CT32,22366664660
Djibouti AV1,25377681629
St. Helena PS4,29094213630
Estonia P43,37257235058
Equatorial Guinea T5,240907502123
UK AT,447589051794
Gabon AT10,2410394994
Dominica AT8,17672779911
St. Helena PS2,290610971
Equatorial Guinea CT33,240922720035
Latvia P70,37162783185
Zambia AT,260973872171
Benin AT,22997972502
Malawi AT,265881001734
Morocco CT42,212652002182
Grenada AT,14734071622
Kosovo ET1,37744936299
Qatar CT5,97477928842
Gabon CT1,24101732720
Falkland E3,50081503
Estonia P51,37254296128
Lithuania P3,37066603610
Falkland E3,50081501
Algeria CT20,213541157388
Estonia P40,37257232031
Jordan CT53,962795000030
Equatorial Guinea T12,240964739799
Dominica AT4,17672765825
Latvia E64,37125081006
Swaziland AT,26876337431
Estonia P51,37254296131
Serbia ET6,381665364582
Equatorial Guinea CT32,240922725462
Ecuador AV4,593995029088
Grenada AT,14734071618
Serbia P2,381657165727
Equatorial Guinea T3,240351090013
Montenegro AV4,38267922137
Ascension Islands AT,247396013
Equatorial Guinea CT37,240907177448
Ascension Islands AT,247501792
Mali CT50,22367748987
Jordan CT19,962790516255
Lesotho AT,26622222100
Madagascar AV7,261202255086
Estonia P51,37254296133
Dominica AT3,17672850525
Dominica AT5,17672951375
Lithuania P3,37069600099
Guinea CT76,22479053253
Jordan CT33,962798574523
Cuba AT,53588770017
Tunisia AT,21698045162
Algeria CT25,213541881222
Car CT2,23676109981
Djibouti AV1,25377681626
Seychelles AV9,2482704602
Tunisia CT3,21653183744
Car CT2,23676108786
Jordan CT2,962786877255
Ascension Islands AT,24720927
Mali CT30,22360958904
Dominica AT5,17672959697
Qatar CT38,97477432261
Tuvalu AT,68843741
St. Helena PS5,290986809
Algeria ET11,213558920166
Belize CT8,5016004863
Maldives AT,9607327527
St. Helena AT,2903377800
Estonia P14,37257237230
Dominica AT6,17672355614
Cuba AV43,5347533203
St. Helena PS3,290932012
Malawi AT1,265881926265
Qatar CT50,97477925874
Jordan CT22,962790511624
Montenegro ET4,382686032683
Chad CT72,23599723709
Latvia E36,37121695006
CAR ET5,23677238530
Ascension Islands AT,247396006
Qatar CT34,97470545421
Honduras AV21,50497173102
Maldives AT,9607327528
Seychelles AV9,2482704600
Montenegro ET3,382682311733
Equatorial Guinea T3,240351090021
Madagascar CT22,261341347392
Qatar CT37,97477436256
Cuba AV43,5347533259
Maldives AT,9607327531
Morocco AT,2126771929088
Qatar P1,97455586073
St Pierre Miquelon AT2,508555285
Ecuador AT,593965235703
Qatar CT50,97477925873
Bolivia ET10,59179352156
Jordan CT30,962790509985
Guinea AV4,22430444705
Papua AT,67572211721
Equatorial Guinea CT17,240222604115
Dominica AT3,17672857480
Malawi AT,265882600107
Montenegro ET1,38268229382
Monaco ET4,37744437648
Algeria AV3,213670704254
Eritrea AV10,2917250295
Jordan CT41,962799820149
Bolivia ET4,59171730533
Bolivia ET4,59171732188
Dominica AT3,17672857675
Mali AT20,22376333640
Latvia P71,37169000055
Belgium AT23,32491081137
Qatar CT51,97477925832
Dominica AT8,17672776864
Serbia AV3,381643374506
Dominica AT6,17672351845
Guatemala AT,50234829061
Eritrea AV10,2917250297
Morocco AV5,212662004208
Dominica AT6,17672353599
Serbia ET6,381665369072
Montenegro ET4,382686037555
Qatar CT49,97477926232
Tunisia AV23,21650003236
Jordan CT54,962777244008
Lithuania P3,37069600107
Dominica AT5,17672950978
Zambia AT,260971255599
Dominica AT3,17672859265
Jordan CT20,962790516985
Honduras ET3,50495934927
Qatar CT5,97477921457
Algeria CT25,213541881225
Jordan CT22,962790511628
Eq Guinea T3,2409472409
Malawi AT,265882654730
Malawi AT,265888387383
Belarus E52,375296097100
Tunisia CT23,216556802452
Malawi AT1,265881926707
Bolivia ET4,59171730941
Serbia ET5,381651755539
St. Helena AT,2903377888
Mali CT97,22361994711
Malawi AT,265882600105
Congo CT2,242800207244
Tunisia AV23,21650003304
Switzerland P1,41748183431
Madagascar ET5,261347169454
Belarus E5,375250473005
Malawi AT1,265881926103
Madagascar ET5,261347162451
Bosnia Mobile AV2,38763300412
Dominica AT9,17672659270
Swaziland AT1,26878164089
Ascension Islands AT,247650047
Malawi AT,265883338553
Falkland Island AT1,50064048
Swaziland AT1,26878101886
Jordan CT22,962790511627
Dominica AT10,17672756875
Morocco AT,212650171100
Morocco CT95,212673000546
Jordan CT22,962790511623
Malawi AT,265888449564
Botswana AT,26776944391
Algeria AT,21354284750
Estonia P40,37257232051
Equatorial Guinea T11,240923689223
Malawi AT,265111567244
Cuba AV24,5399986105
Somalia CT157,25285395121
Dominica AT8,17672775950
Somalia CT4,25285952411
Maldives AT,9600367001
Monaco AV1,37744003035
Equatorial Guinea T1,2406326000
Jordan CT49,962777666616
Dominica AT4,17672765829
Algeria AV3,213670704255
Honduras AT,50472170159
Cuba AV171,5354633036
Morocco CT95,212673000549
Algeria ET9,213559657194
Estonia P38,37281100710
Qatar CT32,97477027904
Guatemala AT,50234828681
Dominica AT2,17672456672
Bolivia ET4,59171731315
Estonia P39,37257231792
Cuba AT,5365970135
St. Helena PS2,290610211
Equatorial Guinea AT,240555904011
Dominica AT10,17672758217
Equatorial Guinea AT,240904855403
Falkland E3,50081520
Estonia P39,37257231791
Bolivia ET4,59171732891
Cuba AV43,5347533200
Chad CT72,23599723700
Malawi AT,265882654717
Burundi AT,25789773845
Maldives AT60,9607806471
Congo CT2,242800207243
Malawi AT,265888898835
Dominica AT10,17672750586
Malawi AT,265882600120
Ascension Islands AT,247650051
Trinidad AT,18682754498
South Africa BD1,27310880099
Madagascar ET5,261347162738
St. Helena PS2,290610203
UK AT,447589051922
Guinea ET13,22422380863
Morocco AT,212650171242
Morocco AT,212650171400
Equatorial Guinea CT39,240905000982
Morocco AT,212650171180
UK AT,447589051706
Seychelles AT,2484298170
Malawi AT,265882654713
Estonia P39,37257231790
Latvia E40,37122247951
St. Helena PS4,29094213423
Algeria AT,213550051559
Zimbabwe ET3,263772742026
Tuvalu AT,68843582
UK AT,447589056346
Tunisia AV23,21650003234
Tunisia AT,21623386233
Tunisia AT,21628922760
UK AT,447589051737
Dominica AT6,17672351731
Algeria AV3,213670704257
Equatorial Guinea AT,240222068006
Jordan CT35,962798106167
Mali AT,22379090597
UK AT,447589056316
Aruba AT,2975925464
Dominica AT3,17672856107
Eritrea AV10,2917250296
Zambia AT,260971288246
Madagascar ET5,261347167237
Gabon AT10,2410386566
Equatorial Guinea T6,240900452881
Dominica AT9,17672652460
Dominica AT8,17672778445
Ascension Islands AT1,247047303
Monaco ET5,37744650342
Dominica AT8,17672772312
Switzerland AT1,41742038929
St. Helena PS4,29094214292
Belarus E5,375250473003
Estonia P39,37257231843
Zimbabwe AV3,263770022615
Honduras AT,50472170435
Bolivia ET10,59179352686
St. Helena AT,290333346
Malawi AT,265885405577
Tunisia E1,21627037811
Swaziland AT,26876240419
Eq Guinea T1,240264756
Eq Guinea T1,240264742
Eq Guinea T1,240264755
Eq Guinea T1,240264741
Eq Guinea T1,240264748
Eq Guinea T1,240264751
Eq Guinea T1,240264747
South Africa BD1,27310880096
Dominica AT10,17672756773
Latvia E1,37124451025
Tunisia CT14,21656236238
Grenada AT,14734071667
Belize CT8,5016004861
Mali CT40,22361247980
Estonia P52,37257889380
Mali CT97,22361994712
Maldives AT,9608666140
Madagascar ET12,261323381521
Equatorial Guinea T6,240900451220
Montenegro ET1,38268224781
Equatorial Guinea T4,2406264733
Morocco AV9,212612316307
Serbia ET6,381665367279
Estonia P42,37257234054
Jordan CT33,962798574528
Mali CT35,22376715054
Algeria CT22,213541731254
Malawi AT1,265881926820
Jordan CT61,962796300984
Montenegro AV4,38267922131
Jordan CT35,962798106166
Serbia P2,381657165739
Maldives AT,9607806475
UK AT,447589051715
Bolivia ET10,59179353098
Cuba AV43,5347533206
Mali CT28,22369829948
Eq Guinea T1,240264704
Malawi AT1,265881926937
Benin AT,22997972125
Serbia AV3,381643374512
Equatorial Guinea T6,240900459298
Latvia E45,37122787007
Abkhazia E2,79407642818
Chad CT1,23590106612
Algeria CT25,213541881626
Chad AT,23598103941
Montenegro ET3,382682310708
Cuba AT,53783040
Aruba AV3,2977400402
CAR AT,23670011635
Equatorial Guinea T11,240923686566
Dominica AT10,17672751985
Algeria AT,213552201368
Algeria CT17,213556907821
Belize CT7,5016080266
Tunisia AT,21620371324
Guinea AT,2241699444
Qatar CT13,97477620738
Jordan CT19,962790516257
Algeria P1,213569124657
Algeria CT19,213541070283
Qatar CT30,97477127151
Algeria CT4,213559899624
Seychelles AT,248999933
Monaco AV1,37744003036
Equatorial Guinea CT31,240222700853
Tunisia CT23,216556802456
Guinea AT,2241699446
Car CT2,23676109984
Falkland E3,50081500
Congo ET4,242047357932
Algeria AT,213550222151
Mali CT50,22367748984
Algeria P3,213559974292
Chad AV16,23599439330
Dominica AT10,17672754250
Equatorial Guinea CT14,240222200230
Mali CT94,22377294948
Guinea AT,2241699443
Cuba AT,5345667200
Estonia P39,37257231821
Congo ET4,242047357755
Eq Guinea T1,240264720
Tunisia AV23,21650003319
Jordan CT10,962781587423
Estonia P52,37257889340
Estonia P42,37257234066
Zambia AT,260968051859
Qatar CT46,97477788390
Dominica AT9,17672658246
Jordan CT40,962795160646
Swaziland AT2,26876491256
Senegal AV1,221766607907
Eritrea AV10,2917250293
Malawi AT,265882654709
Dominica AT3,17672850049
Cayman Islands AT,13456403500
Morocco AT,212693260789
Monaco ET4,37744437212
Morocco AV5,212662004277
Morocco CT50,212668286650
Belarus AT,375296604046
Gabon CT1,24101732833
Mali AT20,22376333632
Eq Guinea T3,2409472414
Dominica AT4,17672768931
Dominica AT,17674203575
Chad AV6,23599541085
Algeria AT,213554250555
Morocco AT,212651192084
Algeria CT19,213541070285
Chad AT,23591185777
Equatorial Guinea CT31,240222700856
Mali AV3,22366333015
Qatar CT35,97470500918
Qatar CT5,97477928844
Malawi AT1,265881926727
Serbia P2,381657165741
Guinea CT78,22479001668
Eritrea AV4,2917163300
Honduras ET2,50497718510
Qatar CT7,97477473585
Bolivia ET4,59171733009
Algeria CT5,213561960127
Bosnia AT,38762277641
Malawi AT,265882654726
Monaco AV1,37744003033
Qatar CT3,97474463206
Montenegro ET1,38268220152
Tunisia CT23,216556802459
Ascension Islands AT,247243956
Serbia P2,381657165734
St. Helena AT,29090918222
Eq Guinea T2,24036597118
Mali CT9,22383771427
Georgia P1,995577896504
Mali CT24,22396973358
Tunisia CT23,216556802454
Qatar CT50,97477925872
Bolivia ET10,59179352679
Montenegro ET3,382682316204
Abkhazia E2,79407642816
Madagascar ET5,261347167358
Maldives AV36,9609322131
Guinea AT,2241699448
Montenegro ET10,382669950614
Equatorial Guinea T1,240900255121
Belize CT7,5016080260
Sierra Leone T1,23221102405
Honduras ET3,50495939459
Nicaragua AT,5058892219001
Dominica AT4,17672767725
Jordan AT,962776890220
Eq Guinea T1,240999686422
Estonia P32,37254104348
Qatar CT47,97430410310
Barbados AT1,12462300195
Gabon AT10,2410305441
Zambia AT,260978525088
Belarus AT,375295498847
Mali CT97,22361994718
Morocco CT91,212650062360
Jordan CT55,962797784788
Gabon KTZ1,24103427177
Tunisia E1,21627037809
Jordan AT,962776890011
Markhor AT,2410340842
Eq Guinea T1,240264727
Tunisia CT23,216556802451
Qatar CT14,97477926808
Dominica AT2,17672454902
Algeria CT38,213549577531
Bolivia ET10,59179352016
Algeria CT25,213541884710
Dominica AT7,17672258452
Algeria CT18,213559098949
Jordan CT64,962796223455
Jamaica ET8,18765827189
Qatar CT14,97477926802
Jordan CT52,962777778208
Jordan CT35,962798106165
Chad AV16,23599439369
Guinea AT,224172706
Equatorial Guinea AT,240385110511
Guinea AT,224172702
Bolivia ET10,59179351794
Dominica AT5,17672956570
Jordan CT35,962798106164
Malawi AV3,265881929901
St. Helena AT,2903377835
Poland P26,48123961199
Jordan CT35,962798106163
Monaco AV1,37744003037
Qatar CT19,97430066755
Bolivia ET4,59171731767
Montenegro ET3,382682316684
Maldives AT,9602424132
Bolivia ET10,59179352937
Jordan CT33,962798574525
Guinea AT,2241699449
Malawi AT,265888848779
Mali CT32,22366661958
Guinea AT,224172705
Eq Guinea T2,24036597112
Dominica AT7,17672258252
Honduras ET3,50495933093
Dominica AT8,17672770341
Latvia E45,37122787011
Tunisia AV11,21658500102
Jordan CT38,962789827407
Ascension Islands AT,247243327
Monaco ET4,37744439126
Serbia P2,381657165750
Chad AT,23598103947
Tunisia AV20,21654402708
Equatorial Guinea T6,240900453231
Mali CT35,22376715050
Equatorial Guinea T10,240222904476
Lesotho AT,26622323144
Equatorial Guinea T1,240900255149
CAR AT,23675198582
Equatorial Guinea AT,240222505133
Montenegro ET10,382669954207
Dominica AT6,17672356528
Eq Guinea T1,240555543201
Montenegro ET10,382669953952
Jamaica AT,18765823649
Macedonia AT,38978824743
Guinea AT,2241699447
Cuba AV114,5322980291
Tunisia E1,21627037804
St. Helena PS4,29094210466
Bolivia ET4,59171732500
Equatorial Guinea T6,240900455630
Zambia AT,260968051871
Guinea AT,224172704
Jordan AT,962776891786
Liberia AV1,231770110888
Malawi AT,265884009028
Equatorial Guinea T10,240222904220
Montenegro ET10,382669950805
Equatorial Guinea AT,240555904010
Honduras ET3,50495935337
Dominica AT8,17672779139
Serbia ET8,381616822506
Albania AT,355673272057
Morocco AV9,212612316334
Maldives AT,9607774834
Serbia P2,381657165738
Montenegro ET3,382682318564
Qatar CT39,97477432147
Car CT2,23676109986
Dominica AT3,17672858114
Maldives AV36,9609322200
Serbia AT,381610136711
Belize CT7,5016080262
Zambia AT,260977110404
Morocco CT42,212652002186
Ecuador AT,593969103100
Guinea AT,224172709
St. Helena AT,2903377838
Dominica AT5,17672959410
Bolivia ET10,59179352728
Lesotho AT,26622400413
Bosnia Mobile AV2,38763300413
Morocco CT45,212661080683
Madagascar ET12,261323380759
Bolivia ET4,59171730773
Qatar CT6,97477775690
Eq Guinea T3,2409472419
Cuba AT,5358818151
Qatar CT1,97450049675
Qatar CT1,97450049617
Qatar CT1,97450498246
Qatar CT1,97450049616
Qatar CT1,97450049624
Qatar CT1,97450049628
Qatar CT1,97450049678
Swaziland AT,26876245823
South Africa BD1,27310880098
Haiti CT41,50931395308
Ascension Islands AT,24729798
El Salvador AV4,50377722102
Guinea AT,224172708
Malawi AT1,265881926763
Equatorial Guinea AT,240905998582
Ascension Islands AT,247243272
Jordan AT,962776890052
Qatar CT4,97477926181
Gabon AT10,2410396593
Morocco CT50,212668286442
Qatar CT50,97477925871
Honduras ET2,50497711966
Equatorial Guinea T1,240900255418
Tunisia AV14,21698020001
Tunisia CT23,216556802455
Dominica AT6,17672351532
Tunisia AV23,21650003294
Guinea AT,2241699445
Bosnia Mobile AV2,38763300414
Jordan CT2,962786877258
Equatorial Guinea T11,240923687570
Montenegro ET10,382669957184
Dominica AT9,17672652984
Maldives AT,9607659342
Equatorial Guinea T1,240555906045
Malawi AT,265884009029
Grenada AT,14734096255
Belize CT2,5012200322
Madagascar ET11,261327840013
Monaco ET7,37745288110
Tunisia AV20,21654402738
Ascension Islands AT,247243892
Malawi AT,265882654718
Bosnia Mobile AV2,38763300415
Senegal AT,221703510161
Jordan CT33,962798574526
Latvia E45,37122787010
Tunisia CT14,21656236237
Dominica AT5,17672954481
Morocco AV19,212604807607
Abkhazia AT1,79407078250
DR Congo AT,243898319697
Equatorial Guinea T6,240900458519
Equatorial Guinea T10,240222904151
Maldives AT,9607806474
